antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'21733'}),frozenset({'85123A'}),0.04693281402142162,0.14129920712199193,0.03291139240506329,0.7012448132780084,4.962836151462495,1.0,0.026279822995832515,2.874262376161111,0.8378237398702019,0.2118932473580513,0.6520846502066354,0.4670823396966927
frozenset({'21928'}),frozenset({'85099B'}),0.03992210321324245,0.10307414104882459,0.02317429406037001,0.5804878048780487,5.631750106974754,1.0,0.019059357562802522,2.138020942848732,0.8566339314630517,0.19340608312050153,0.5322777340676632,0.40265955695994204
frozenset({'21928'}),frozenset({'21929'}),0.03992210321324245,0.04092363332869662,0.019056892474613993,0.47735191637630664,11.664455903566514,1.0,0.017423134961004876,1.8350327815644274,0.9522867591536991,0.3084196307969383,0.455050607244484,0.47151076444240214
frozenset({'21929'}),frozenset({'21928'}),0.04092363332869662,0.03992210321324245,0.019056892474613993,0.4656696125084976,11.664455903566513,1.0,0.017423134961004876,1.7967870053095678,0.9532811991180066,0.3084196307969383,0.44345100613207605,0.47151076444240214
frozenset({'21928'}),frozenset({'21931'}),0.03992210321324245,0.05959104186952288,0.016052302128251494,0.40209059233449473,6.747500626266766,1.0,0.013673302404151749,1.5728285022345392,0.8872165252881765,0.19233333333333333,0.36420277316993793,0.33573250438386737
frozenset({'21928'}),frozenset({'22386'}),0.03992210321324245,0.05911809709278064,0.01666434830991793,0.4174216027874565,7.06080918220947,1.0,0.014304229536009454,1.6150305390811721,0.8940661752007234,0.20229652144545762,0.3808166620992053,0.34965197786431645
frozenset({'21928'}),frozenset({'22411'}),0.03992210321324245,0.05692029489497844,0.017665878425372095,0.4425087108013937,7.774181627446772,1.0,0.015393500537646567,1.6916492210321323,0.9076024979636165,0.22312016865776524,0.4088608988393786,0.37643519606540843
"frozenset({'85099B', '21928'})",frozenset({'21929'}),0.02317429406037001,0.04092363332869662,0.011879259980525803,0.5126050420168067,12.52589275002999,1.0,0.010930883667747828,1.9677601316187083,0.9419954506235783,0.2274906766116143,0.491807978049954,0.4014418819873292
"frozenset({'85099B', '21929'})",frozenset({'21928'}),0.02208930310196133,0.03992210321324245,0.011879259980525803,0.5377833753148614,13.470817718252748,1.0,0.010997408542180705,2.077116757625846,0.9466768895411879,0.2369589345172031,0.5185634142478323,0.4176721754623087
"frozenset({'21928', '21929'})",frozenset({'85099B'}),0.019056892474613993,0.10307414104882459,0.011879259980525803,0.6233576642335766,6.047662953002946,1.0,0.009914987157645156,2.381372920083547,0.8508616486960033,0.10774665657330305,0.5800741700023546,0.36930366342583015
"frozenset({'21928', '85099C'})",frozenset({'85099B'}),0.014494366393100571,0.10307414104882459,0.010599527055223257,0.7312859884836852,7.094757046166279,1.0,0.009105532689207467,3.3378455179540167,0.8716853736778838,0.09908972691807541,0.7004055476441087,0.4170599982904256
"frozenset({'85099B', '21928'})",frozenset({'85099C'}),0.02317429406037001,0.048240367227709,0.010599527055223257,0.45738295318127253,9.481332325317672,1.0,0.009481590599508092,1.7540171993347753,0.9157514850117419,0.17429094236047574,0.4298801628745387,0.338553068286138
"frozenset({'21931', '21928'})",frozenset({'85099B'}),0.016052302128251494,0.10307414104882459,0.0116566977326471,0.7261698440207973,7.0451214691842265,1.0,0.010002120478921359,3.27548240895461,0.8720563172405081,0.10846492363448097,0.6947014591602841,0.4196301311871868
"frozenset({'85099B', '21928'})",frozenset({'21931'}),0.02317429406037001,0.05959104186952288,0.0116566977326471,0.5030012004801921,8.440886158384924,1.0,0.010275717404998955,1.8921755123736415,0.9024424942808311,0.16392801251956182,0.47150779964087525,0.34930638922235563
"frozenset({'21931', '22411'})",frozenset({'21928'}),0.022951731812491306,0.03992210321324245,0.010321324245374878,0.4496969696969697,11.264360679970437,1.0,0.00940504283903394,1.7446349446014868,0.9326299050156875,0.19640021175224986,0.42681418648964287,0.3541167775314117
"frozenset({'21931', '21928'})",frozenset({'22411'}),0.016052302128251494,0.05692029489497844,0.010321324245374878,0.6429809358752167,11.29616311829651,1.0,0.009407622474491513,2.6415387856582404,0.9263443251426206,0.16474245115452932,0.6214327779590744,0.41215517957006187
"frozenset({'22411', '21928'})",frozenset({'21931'}),0.017665878425372095,0.05959104186952288,0.010321324245374878,0.584251968503937,9.804359013946787,1.0,0.009268596144466628,2.2619685167153523,0.9141538823252805,0.15419783873649212,0.5579071978189515,0.37872729144151096
"frozenset({'85099B', '21928'})",frozenset({'22386'}),0.02317429406037001,0.05911809709278064,0.012713868410070942,0.5486194477791116,9.280059317844785,1.0,0.011343848243753339,2.084453790217324,0.9134096929213824,0.18272690923630547,0.5202580145008919,0.3818391356542617
"frozenset({'21928', '22386'})",frozenset({'85099B'}),0.01666434830991793,0.10307414104882459,0.012713868410070942,0.7629382303839733,7.401839322848022,1.0,0.01099620502188772,3.7835111937447476,0.8795556673192959,0.11879386534962308,0.7356952447627767,0.4431425294969799
"frozenset({'22411', '21928'})",frozenset({'22386'}),0.017665878425372095,0.05911809709278064,0.010015301154541661,0.5669291338582678,9.5897730430755,1.0,0.008970928038561254,2.172581848531216,0.9118305327417475,0.15000000000000002,0.5397181465563405,0.3681704492820751
"frozenset({'22411', '22386'})",frozenset({'21928'}),0.0216998191681736,0.03992210321324245,0.010015301154541661,0.46153846153846156,11.560975609756099,1.0,0.009148998734001138,1.7830018083182642,0.9337646333949476,0.19407008086253372,0.43914807302231235,0.3562047708389172
"frozenset({'21928', '22386'})",frozenset({'22411'}),0.01666434830991793,0.05692029489497844,0.010015301154541661,0.6010016694490818,10.558653474265515,1.0,0.009066761534508498,2.3636181730456403,0.920632697712141,0.1575492341356674,0.5769198208899156,0.38847737431398377
"frozenset({'22411', '85099B'})",frozenset({'21928'}),0.02901655306718598,0.03992210321324245,0.012101822228404507,0.41706615532118885,10.446998573533195,1.0,0.010943420401963782,1.6469757341259672,0.9313018981884911,0.2129221732745962,0.3928265126925567,0.36010102191146554
"frozenset({'22411', '21928'})",frozenset({'85099B'}),0.017665878425372095,0.10307414104882459,0.012101822228404507,0.6850393700787403,6.646083713220059,1.0,0.010280926983836317,2.847739602169983,0.8648131329407515,0.11139564660691421,0.6488442976885955,0.4012241384806657
"frozenset({'85099B', '21928'})",frozenset({'22411'}),0.02317429406037001,0.05692029489497844,0.012101822228404507,0.5222088835534214,9.17438823036546,1.0,0.010782734576505299,1.9738326491268419,0.9121390859594126,0.17798690671031095,0.49337143630572383,0.36740942711395413
frozenset({'22114'}),frozenset({'22112'}),0.03942133815551537,0.04417860620392266,0.01908471275559883,0.484121383203952,10.958276523467289,1.0,0.017343132981194647,1.8528028933092222,0.9460388931820578,0.29581716257007323,0.4602771813390591,0.4580556538186007
frozenset({'22112'}),frozenset({'22114'}),0.04417860620392266,0.03942133815551537,0.01908471275559883,0.43198992443324935,10.958276523467289,1.0,0.017343132981194647,1.6911296175266535,0.9507474722411763,0.29581716257007323,0.408679269976632,0.4580556538186007
frozenset({'20724'}),frozenset({'22356'}),0.05004868549172346,0.03777994157740993,0.025038252886354154,0.5002779321845471,13.241892689523967,1.0,0.023147416472450676,1.9255104394908118,0.9731889207780967,0.3987594151528579,0.48065719120980555,0.5815086273588421
frozenset({'22356'}),frozenset({'20724'}),0.03777994157740993,0.05004868549172346,0.025038252886354154,0.662739322533137,13.241892689523965,1.0,0.023147416472450676,2.8166678714022706,0.9607803188738222,0.3987594151528579,0.6449705660532306,0.5815086273588421
frozenset({'22355'}),frozenset({'22356'}),0.041952983725135624,0.03777994157740993,0.018500486854917234,0.44098143236074266,11.672369356558834,1.0,0.016915505580783582,1.7212667237262937,0.9543660964415571,0.3021353930031804,0.41903251470803754,0.4653360770051136
frozenset({'22356'}),frozenset({'22355'}),0.03777994157740993,0.041952983725135624,0.018500486854917234,0.4896907216494846,11.672369356558836,1.0,0.016915505580783582,1.8773850621951889,0.9502271160597305,0.3021353930031804,0.4673442224842676,0.4653360770051136
"frozenset({'20725', '20724'})",frozenset({'22356'}),0.01774933926832661,0.03777994157740993,0.010655167617192934,0.6003134796238244,15.889740813754322,1.0,0.009984598616597926,2.407436852053382,0.9539991662834186,0.23744575325480477,0.5846204650613921,0.441172940106463
"frozenset({'20725', '22356'})",frozenset({'20724'}),0.013715398525525108,0.05004868549172346,0.010655167617192934,0.7768762677484787,15.522411030694313,1.0,0.00996872994999528,4.257509073205276,0.9485872708702737,0.20062860136196964,0.7651208763608934,0.4948861605557291
"frozenset({'20724', '22356'})",frozenset({'20725'}),0.025038252886354154,0.0798442064264849,0.010655167617192934,0.4255555555555555,5.329823848238482,1.0,0.008656008185176341,1.601818596162792,0.8332393971644813,0.11307942131679953,0.3757095825984715,0.27950251645373597
"frozenset({'20724', '22355'})",frozenset({'22356'}),0.0219223814160523,0.03777994157740993,0.014077062178328001,0.6421319796954315,16.99663770997959,1.0,0.013248835889191847,2.6887567589964574,0.9622598617764402,0.30853658536585366,0.6280808977405465,0.5073693771820309
"frozenset({'20724', '22356'})",frozenset({'22355'}),0.025038252886354154,0.041952983725135624,0.014077062178328001,0.5622222222222222,13.401245210727968,1.0,0.013026632762480955,2.1884322706786237,0.9491450010348074,0.2660357518401682,0.5430518854074913,0.44888299440023577
"frozenset({'22355', '22356'})",frozenset({'20724'}),0.018500486854917234,0.05004868549172346,0.014077062178328001,0.7609022556390977,15.203241566952402,1.0,0.013151137130282485,3.973066818540905,0.9518339450404668,0.25842696629213485,0.7483052650075372,0.521084813200316
frozenset({'21485'}),frozenset({'22111'}),0.035971623313395464,0.04359438030324106,0.014995131450827653,0.41686001546790413,9.562242026798861,1.0,0.013426970823978559,1.640096109108633,0.9288336702462459,0.23222748815165878,0.390279633951766,0.38041469184371596
frozenset({'21668'}),frozenset({'21671'}),0.020976491862567812,0.0186952288218111,0.011712338294616776,0.5583554376657826,29.86619971264368,1.0,0.011320177979367213,2.2219333257307943,0.9872258690629642,0.41890547263681605,0.5499414908540967,0.5924217664519389
frozenset({'21671'}),frozenset({'21668'}),0.0186952288218111,0.020976491862567812,0.011712338294616776,0.6264880952380953,29.866199712643684,1.0,0.011320177979367213,2.6211306672046,0.9849308411021114,0.41890547263681605,0.6184852542790298,0.5924217664519389
frozenset({'21672'}),frozenset({'21671'}),0.020976491862567812,0.0186952288218111,0.011128112393935179,0.5305039787798408,28.376436781609193,1.0,0.010735952078685615,2.090123721662018,0.9854303657185076,0.38986354775828463,0.5215594227097604,0.562871037008968
frozenset({'21671'}),frozenset({'21672'}),0.0186952288218111,0.020976491862567812,0.011128112393935179,0.5952380952380952,28.376436781609193,1.0,0.010735952078685615,2.418763961280715,0.9831395118078984,0.38986354775828463,0.5865656938800641,0.562871037008968
frozenset({'21670'}),frozenset({'21671'}),0.019891500904159132,0.0186952288218111,0.010822089303101962,0.544055944055944,29.101325757575758,1.0,0.010450213142089444,2.1522481944552303,0.9852351094205029,0.38977955911823653,0.5353695718847534,0.5614624958374959
frozenset({'21671'}),frozenset({'21670'}),0.0186952288218111,0.019891500904159132,0.010822089303101962,0.5788690476190477,29.10132575757576,1.0,0.010450213142089444,2.3273247752381807,0.9840340460092512,0.38977955911823653,0.5703221094710947,0.5614624958374959
frozenset({'21669'}),frozenset({'21671'}),0.02061482820976492,0.0186952288218111,0.010265683683405202,0.4979757085020243,26.636513157894736,1.0,0.00988028475290132,1.9546957942017147,0.9827160716215729,0.35344827586206895,0.4884114433732674,0.5235414256795835
frozenset({'21671'}),frozenset({'21669'}),0.0186952288218111,0.02061482820976492,0.010265683683405202,0.5491071428571428,26.636513157894733,1.0,0.00988028475290132,2.172101767138739,0.9807937114894071,0.35344827586206895,0.5396164143279172,0.5235414256795835
frozenset({'84991'}),frozenset({'21212'}),0.054527750730282376,0.07959382389762136,0.029461677562943385,0.5403061224489796,6.788292055724772,1.0,0.025121605373783894,2.0022154330307016,0.9018641646463202,0.2814992025518341,0.5005532454185881,0.45522820977394807
frozenset({'84991'}),frozenset({'21977'}),0.054527750730282376,0.04988176380581444,0.02289609125052163,0.4198979591836735,8.417865110349775,1.0,0.02017615086773136,1.6378467396135479,0.9320263335389728,0.28088737201365194,0.38944226232305995,0.43945260480098347
frozenset({'21977'}),frozenset({'84991'}),0.04988176380581444,0.054527750730282376,0.02289609125052163,0.4590072504182934,8.417865110349773,1.0,0.02017615086773136,1.7476615906604163,0.9274688142809204,0.28088737201365194,0.42780684467516716,0.43945260480098347
frozenset({'21977'}),frozenset({'21212'}),0.04988176380581444,0.07959382389762136,0.02656836834052024,0.5326268823201339,6.691811703948694,1.0,0.0225980880164575,1.9693177491068794,0.8952187265063241,0.25817788591511215,0.49220992881747105,0.43321312658474365
"frozenset({'84991', '21212'})",frozenset({'21977'}),0.029461677562943385,0.04988176380581444,0.014550006955070246,0.493862134088763,9.900654997111314,1.0,0.013080406513552441,1.877192559943363,0.9262865367875635,0.22455989695148135,0.46728959972536266,0.39277601963780034
"frozenset({'84991', '21977'})",frozenset({'21212'}),0.02289609125052163,0.07959382389762136,0.014550006955070246,0.6354799513973268,7.984035950009408,1.0,0.012727619500132358,2.524980943107525,0.895247736842558,0.16545397026257516,0.6039574069936197,0.4091415835280937
"frozenset({'21212', '21977'})",frozenset({'84991'}),0.02656836834052024,0.054527750730282376,0.014550006955070246,0.5476439790575917,10.043399401645475,1.0,0.013101293588888032,2.0901064769735656,0.9250080738719667,0.2186454849498328,0.5215554752751252,0.40724035687573457
frozenset({'82482'}),frozenset({'82494L'}),0.05235776881346502,0.0520517457226318,0.028933092224231464,0.5526036131774708,10.616428046854189,1.0,0.02620777895534864,2.1188107061163977,0.9558526734399382,0.38333947659417617,0.5280371214317129,0.5542280492397241
frozenset({'82494L'}),frozenset({'82482'}),0.0520517457226318,0.05235776881346502,0.028933092224231464,0.5558524853019775,10.616428046854187,1.0,0.02620777895534864,2.1336204747894185,0.9555440985908498,0.38333947659417617,0.5313130841141291,0.5542280492397241
"frozenset({'82482', '85123A'})",frozenset({'82494L'}),0.02005842259006816,0.0520517457226318,0.012769508972040617,0.6366158113730929,12.230441122290658,1.0,0.011725433059785295,2.6086667608167264,0.9370321878972397,0.21518987341772153,0.616662421195217,0.4409695839334732
"frozenset({'82482', '82494L'})",frozenset({'85123A'}),0.028933092224231464,0.14129920712199193,0.012769508972040617,0.44134615384615383,3.123486414648553,1.0,0.008681285981169242,1.5370891989554705,0.7001010211657599,0.08109540636042403,0.3494196688913367,0.2658591371711572
"frozenset({'85123A', '82494L'})",frozenset({'82482'}),0.02036444568090138,0.05235776881346502,0.012769508972040617,0.6270491803278687,11.976239525443805,1.0,0.011703272033065617,2.5409308176869723,0.9355533616242813,0.21299303944315545,0.6064434367755407,0.4354693298026166
frozenset({'82483'}),frozenset({'82486'}),0.03010154402559466,0.03382946167756294,0.016886910557796633,0.5609981515711645,16.58312381433019,1.0,0.015868591527747306,2.2008347841365827,0.9688619718860944,0.3589591957421644,0.5456269560950648,0.530087891575056
frozenset({'82486'}),frozenset({'82483'}),0.03382946167756294,0.03010154402559466,0.016886910557796633,0.4991776315789474,16.58312381433019,1.0,0.015868591527747306,1.9366116953446255,0.9726002742913678,0.3589591957421644,0.4836342244530093,0.530087891575056
frozenset({'82483'}),frozenset({'82494L'}),0.03010154402559466,0.0520517457226318,0.012992071219919321,0.4316081330868762,8.2919050474654,1.0,0.011425233304440462,1.667772375818069,0.9066933210146956,0.18785197103781176,0.40039779138955695,0.3406036389646032
frozenset({'82483'}),frozenset({'82482'}),0.03010154402559466,0.05235776881346502,0.012797329253025456,0.42513863216266173,8.119876797601954,1.0,0.011221279570005032,1.6484708909064807,0.9040589936509242,0.18370607028753994,0.3933772167186353,0.33477973053404075
frozenset({'21672'}),frozenset({'21668'}),0.020976491862567812,0.020976491862567812,0.01137849492279872,0.5424403183023873,25.85943931217415,1.0,0.010938481711938347,2.1396629714076054,0.9819267804288979,0.37215650591446775,0.5326366753254898,0.5424403183023873
frozenset({'21668'}),frozenset({'21672'}),0.020976491862567812,0.020976491862567812,0.01137849492279872,0.5424403183023873,25.85943931217415,1.0,0.010938481711938347,2.1396629714076054,0.9819267804288979,0.37215650591446775,0.5326366753254898,0.5424403183023873
frozenset({'21669'}),frozenset({'21668'}),0.02061482820976492,0.020976491862567812,0.012936430657949645,0.6275303643724696,29.915887198101352,1.0,0.012504003881759278,2.6284652881515838,0.9869180921522848,0.4514563106796116,0.6195498550018022,0.6221206198520173
frozenset({'21668'}),frozenset({'21669'}),0.020976491862567812,0.02061482820976492,0.012936430657949645,0.616710875331565,29.915887198101355,1.0,0.012504003881759278,2.5552125243246966,0.9872826721641622,0.4514563106796116,0.6086431204917937,0.6221206198520173
frozenset({'21669'}),frozenset({'21670'}),0.02061482820976492,0.019891500904159132,0.01096119070802615,0.5317139001349528,26.730707888602627,1.0,0.010551130834052527,2.0929694461960175,0.9828511498174239,0.3709981167608286,0.5222099386985772,0.5413814255919519
frozenset({'21670'}),frozenset({'21669'}),0.019891500904159132,0.02061482820976492,0.01096119070802615,0.551048951048951,26.730707888602623,1.0,0.010551130834052527,2.1814965664486543,0.9821257984153446,0.3709981167608286,0.5415990951441468,0.5413814255919519
frozenset({'21670'}),frozenset({'21668'}),0.019891500904159132,0.020976491862567812,0.010933370427041313,0.5496503496503496,26.20315891005546,1.0,0.010516116520190959,2.173918659373491,0.9813573326572961,0.3652416356877323,0.5400011883203608,0.5354352544007717
frozenset({'21668'}),frozenset({'21670'}),0.020976491862567812,0.019891500904159132,0.010933370427041313,0.5212201591511937,26.203158910055464,1.0,0.010516116520190959,2.0470964219342496,0.9824449100484935,0.3652416356877323,0.5115032251118268,0.5354352544007717
frozenset({'21673'}),frozenset({'21670'}),0.019585477813325914,0.019891500904159132,0.011155932674920016,0.5696022727272727,28.6354597107438,1.0,0.010766348125287855,2.2772157866781253,0.9843573722259148,0.39390962671905694,0.5608672635021804,0.5652207167832167
frozenset({'21670'}),frozenset({'21673'}),0.019891500904159132,0.019585477813325914,0.011155932674920016,0.5608391608391607,28.6354597107438,1.0,0.010766348125287855,2.2324725584823946,0.9846647219589403,0.39390962671905694,0.5520661626050235,0.5652207167832167
frozenset({'21673'}),frozenset({'21672'}),0.019585477813325914,0.020976491862567812,0.010015301154541661,0.5113636363636365,24.377938871473358,1.0,0.009604466538565929,2.003582993397536,0.9781365770299115,0.3278688524590164,0.5008941464889008,0.4944086086327466
frozenset({'21672'}),frozenset({'21673'}),0.020976491862567812,0.019585477813325914,0.010015301154541661,0.4774535809018568,24.377938871473358,1.0,0.009604466538565929,1.8762247455044474,0.9795263309116284,0.3278688524590164,0.4670148113140161,0.4944086086327466
frozenset({'21232'}),frozenset({'21231'}),0.06087077479482543,0.03616636528028933,0.026735290026429267,0.4392138939670932,12.144264168190126,1.0,0.024533815350305382,1.7187188205107797,0.9771356013045062,0.38029283735654923,0.4181712633467215,0.5892223315989312
frozenset({'21231'}),frozenset({'21232'}),0.03616636528028933,0.06087077479482543,0.026735290026429267,0.7392307692307692,12.144264168190128,1.0,0.024533815350305382,3.601380509636363,0.9520902437072077,0.38029283735654923,0.7223287021951003,0.5892223315989312
frozenset({'21930'}),frozenset({'85099B'}),0.03374600083460843,0.10307414104882459,0.017804979830296285,0.5276174773289365,5.118815174787752,1.0,0.014326639780436103,1.8987278654585962,0.832744074268686,0.1496026180458158,0.4733315825864957,0.3501785092447651
frozenset({'21930'}),frozenset({'21931'}),0.03374600083460843,0.05959104186952288,0.017248574210599527,0.5111294311624073,8.57728636934301,1.0,0.015237614861935422,1.923635862078025,0.914265825324234,0.22669104204753196,0.4801510931909218,0.400289272070466
frozenset({'21930'}),frozenset({'22386'}),0.03374600083460843,0.05911809709278064,0.015162053136736681,0.44929925803792253,7.600029096552059,1.0,0.013167053782903244,1.7085175871653548,0.8987508016825031,0.19513068385248838,0.4146972746946518,0.35288492313660835
"frozenset({'21931', '21930'})",frozenset({'85099B'}),0.017248574210599527,0.10307414104882459,0.010877729865071637,0.6306451612903226,6.118364459535936,1.0,0.009099847893997183,2.428358220741173,0.8512403096565867,0.09938993390950687,0.5881991415192508,0.3680891123590614
"frozenset({'85099B', '21930'})",frozenset({'21931'}),0.017804979830296285,0.05959104186952288,0.010877729865071637,0.6109375,10.25217013888889,1.0,0.00981671256651844,2.4171153943915877,0.9188192336348465,0.16352990380593893,0.5862837155725823,0.3967385912698413
"frozenset({'85099B', '21930'})",frozenset({'22386'}),0.017804979830296285,0.05911809709278064,0.010738628460147448,0.603125,10.202036764705882,1.0,0.009686031933804991,2.370726054569372,0.9183312261102913,0.16225304749894914,0.5781882946481373,0.3923860294117647
"frozenset({'22386', '21930'})",frozenset({'85099B'}),0.015162053136736681,0.10307414104882459,0.010738628460147448,0.708256880733945,6.871334299050379,1.0,0.009175812856541678,3.0743685102414506,0.8676228008547759,0.09989648033126294,0.6747299496892573,0.4062202082482141
frozenset({'84997D'}),frozenset({'84997C'}),0.0287383502573376,0.02548337738211156,0.017665878425372095,0.6147144240077443,24.122172457378134,1.0,0.01693352820042506,2.5293358571966795,0.9869064265969962,0.48325722983257224,0.6046392980375794,0.6539729325278896
frozenset({'84997C'}),frozenset({'84997D'}),0.02548337738211156,0.0287383502573376,0.017665878425372095,0.6932314410480349,24.122172457378138,1.0,0.01693352820042506,3.1661055913319527,0.9836100706658577,0.48325722983257224,0.6841545642894024,0.6539729325278896
frozenset({'84997B'}),frozenset({'84997C'}),0.027013492836277648,0.02548337738211156,0.015551537070524412,0.5756951596292481,22.591007110123716,1.0,0.01486314203816858,2.2967369916552656,0.9822691182910934,0.42093373493975894,0.5645996891967605,0.5929785841814363
frozenset({'84997C'}),frozenset({'84997B'}),0.02548337738211156,0.027013492836277648,0.015551537070524412,0.6102620087336245,22.59100711012372,1.0,0.01486314203816858,2.4965143993332486,0.9807268304294356,0.42093373493975894,0.5994415252453289,0.5929785841814363
"frozenset({'84997D', '84997B'})",frozenset({'84997C'}),0.014522186674085408,0.02548337738211156,0.0108499095840868,0.7471264367816092,29.318187521959544,1.0,0.01047983522065761,3.8537702803525584,0.9801250382736988,0.3721374045801526,0.7405138533819104,0.5864453144606736
"frozenset({'84997D', '84997C'})",frozenset({'84997B'}),0.017665878425372095,0.027013492836277648,0.0108499095840868,0.6141732283464567,22.735794740384538,1.0,0.010372692503796459,2.5218221716284233,0.9732090858259083,0.3207236842105263,0.6034613339313029,0.5079105070671521
"frozenset({'84997B', '84997C'})",frozenset({'84997D'}),0.015551537070524412,0.0287383502573376,0.0108499095840868,0.6976744186046512,24.27677345280173,1.0,0.0104029840647141,3.212634687610345,0.9739548597373725,0.324459234608985,0.6887290036876772,0.5376077804543101
frozenset({'84997B'}),"frozenset({'84997D', '84997C'})",0.027013492836277648,0.017665878425372095,0.0108499095840868,0.40164778578784754,22.735794740384538,1.0,0.010372692503796459,1.6417322410481303,0.9825588385804547,0.3207236842105263,0.3908872744305913,0.5079105070671521
frozenset({'84997C'}),"frozenset({'84997D', '84997B'})",0.02548337738211156,0.014522186674085408,0.0108499095840868,0.425764192139738,29.318187521959544,1.0,0.01047983522065761,1.7161552794801096,0.991149311449634,0.3721374045801526,0.41730214511653113,0.5864453144606736
frozenset({'22300'}),frozenset({'22301'}),0.01313117262484351,0.015634997913478926,0.010015301154541661,0.7627118644067797,48.78234513541228,1.0,0.0098099952979507,4.148395365936055,0.9925339146831548,0.5341246290801188,0.7589429377413361,0.7016406297122867
frozenset({'22301'}),frozenset({'22300'}),0.015634997913478926,0.01313117262484351,0.010015301154541661,0.6405693950177936,48.78234513541228,1.0,0.0098099952979507,2.7456449553704854,0.9950585183719739,0.5341246290801188,0.6357868492632309,0.7016406297122867
frozenset({'20724'}),frozenset({'20719'}),0.05004868549172346,0.03766866045347058,0.021338155515370705,0.42634797109505285,11.31837357534097,1.0,0.019452888575440436,1.6775524029498126,0.9596787428108964,0.3214585079631182,0.40389343531588207,0.49640884522256334
frozenset({'20719'}),frozenset({'20724'}),0.03766866045347058,0.05004868549172346,0.021338155515370705,0.5664697193500738,11.31837357534097,1.0,0.019452888575440436,2.1911994545897895,0.9473328424162605,0.3214585079631182,0.54362894810632,0.49640884522256334
frozenset({'20719'}),frozenset({'22356'}),0.03766866045347058,0.03777994157740993,0.01691473083878147,0.44903988183161003,11.885669037140813,1.0,0.01549161104755006,1.746442304429205,0.9517148893308117,0.2889733840304182,0.4274073655546079,0.448378556526998
frozenset({'22356'}),frozenset({'20719'}),0.03777994157740993,0.03766866045347058,0.01691473083878147,0.4477172312223859,11.885669037140813,1.0,0.01549161104755006,1.7424612788055824,0.9518249555278604,0.2889733840304182,0.4260991551643104,0.448378556526998
frozenset({'22355'}),frozenset({'20719'}),0.041952983725135624,0.03766866045347058,0.018806509945750453,0.4482758620689655,11.900499159578262,1.0,0.01722619724679834,1.7442255529280846,0.9560803339878172,0.3092406221408966,0.426679652570581,0.47376865481587127
frozenset({'20719'}),frozenset({'22355'}),0.03766866045347058,0.041952983725135624,0.018806509945750453,0.49926144756277696,11.900499159578262,1.0,0.01722619724679834,1.9132679351565878,0.9518238403497574,0.3092406221408966,0.4773340515330609,0.47376865481587127
"frozenset({'20724', '20719'})",frozenset({'22356'}),0.021338155515370705,0.03777994157740993,0.013381555153707052,0.6271186440677966,16.599248645815134,1.0,0.01257540088496666,2.580499247587855,0.9602461919535089,0.2925790754257907,0.6124780889067265,0.4906579965552532
"frozenset({'20724', '22356'})",frozenset({'20719'}),0.025038252886354154,0.03766866045347058,0.013381555153707052,0.5344444444444444,14.188039553586082,1.0,0.012438397707382847,2.0670601565438576,0.9533893013704684,0.2712915961646926,0.5162211429434117,0.444844083374364
"frozenset({'20719', '22356'})",frozenset({'20724'}),0.01691473083878147,0.05004868549172346,0.013381555153707052,0.7911184210526316,15.806977012082738,1.0,0.012534995109779722,4.5477984190632466,0.95285406678564,0.24974039460020772,0.7801133850154292,0.5292445912934086
"frozenset({'22355', '20719'})",frozenset({'22356'}),0.018806509945750453,0.03777994157740993,0.011434135484768395,0.6079881656804733,16.092882632831085,1.0,0.010723626637742964,2.454568903749701,0.9558366807378729,0.2532347504621072,0.5925964846729873,0.45531956148530295
"frozenset({'22355', '22356'})",frozenset({'20719'}),0.018500486854917234,0.03766866045347058,0.011434135484768395,0.6180451127819548,16.407408847080774,1.0,0.010737246927206623,2.5194895307025273,0.9567523075734755,0.2555970149253731,0.6030942030859867,0.46079508224031274
"frozenset({'20719', '22356'})",frozenset({'22355'}),0.01691473083878147,0.041952983725135624,0.011434135484768395,0.6759868421052632,16.112962227767696,1.0,0.010724512057173946,2.9568151568280077,0.9540761057229497,0.24105571847507332,0.6617982704496235,0.47426663060170315
"frozenset({'20724', '22355'})",frozenset({'20719'}),0.0219223814160523,0.03766866045347058,0.0132702740297677,0.6053299492385787,16.06985600101973,1.0,0.012444487287874954,2.4383186352497277,0.9587906634325367,0.2864864864864865,0.5898813282466744,0.4788097308969851
"frozenset({'20724', '20719'})",frozenset({'22355'}),0.021338155515370705,0.041952983725135624,0.0132702740297677,0.621903520208605,14.823820977386143,1.0,0.012375074738706941,2.533869177526969,0.9528735739044067,0.26529477196885426,0.6053466339663242,0.4691082587780425
"frozenset({'22355', '20719'})",frozenset({'20724'}),0.018806509945750453,0.05004868549172346,0.0132702740297677,0.7056213017751479,14.098697994612392,1.0,0.012329032928295867,3.226970294510527,0.9468789530338051,0.23873873873873877,0.6901118049642034,0.48538430291647894
frozenset({'21791'}),frozenset({'21790'}),0.03182640144665461,0.04584782306301294,0.0173042147725692,0.5437062937062936,11.85893369373345,1.0,0.01584504355031056,2.09109212723355,0.9457760342659332,0.28663594470046083,0.5217809933018259,0.46056673908615653
